23:35:31,224  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:44:43,339  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:44:43,360  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@66af5e3c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@353e9cf, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@7a1b16bd, org.springframework.test.context.support.DirtiesContextTestExecutionListener@87210ec, org.springframework.test.context.transaction.TransactionalTestExecutionListener@78b4fa48, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@319bcae1]
23:44:43,689  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
23:44:44,048  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@25b199c3: startup date [Mon Oct 30 23:44:44 CST 2017]; root of context hierarchy
23:44:44,124  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
23:44:44,212  INFO MLog:80 - MLog clients using log4j logging.
23:44:44,399  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
23:44:44,544  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
23:44:44,544  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
23:44:44,552  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
23:44:44,660  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
23:44:44,663  INFO Environment:213 - HHH000206: hibernate.properties not found
23:44:44,665  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
23:44:44,729  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
23:44:44,925  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sqaa9ruiboia3kkd20|7fbf041d, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sqaa9ruiboia3kkd20|7fbf041d, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@localhost:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
23:44:45,081  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
23:44:45,175  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
23:44:45,736  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
23:44:59,492  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@25b199c3: startup date [Mon Oct 30 23:44:44 CST 2017]; root of context hierarchy
23:44:59,493  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
23:48:40,185  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
23:48:40,207  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7a1b16bd, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@87210ec, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@78b4fa48, org.springframework.test.context.support.DirtiesContextTestExecutionListener@319bcae1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6b249338, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2e3d787c]
23:48:40,530  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
23:48:40,889  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@76ff3813: startup date [Mon Oct 30 23:48:40 CST 2017]; root of context hierarchy
23:48:40,968  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
23:48:41,056  INFO MLog:80 - MLog clients using log4j logging.
23:48:41,243  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
23:48:41,391  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
23:48:41,391  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
23:48:41,400  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
23:48:41,509  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
23:48:41,512  INFO Environment:213 - HHH000206: hibernate.properties not found
23:48:41,514  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
23:48:41,579  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
23:48:41,766  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sqaa9ruigr9byu031w|5c9a7733, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sqaa9ruigr9byu031w|5c9a7733, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@localhost:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
23:48:41,923  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
23:48:42,014  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
23:48:42,580  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
23:48:43,975  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@76ff3813: startup date [Mon Oct 30 23:48:40 CST 2017]; root of context hierarchy
23:48:43,976  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
02:04:24,747  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
02:04:24,858  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@8fb65, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1b0b765, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@d85409, org.springframework.test.context.support.DirtiesContextTestExecutionListener@75455c, org.springframework.test.context.transaction.TransactionalTestExecutionListener@11cd8cc, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@dd67cf]
02:04:25,552  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
02:04:25,897  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@14790be: startup date [Tue Oct 31 02:04:25 CST 2017]; root of context hierarchy
02:04:25,974  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
02:04:26,072  INFO MLog:80 - MLog clients using log4j logging.
02:04:26,396  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
02:04:26,613  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
02:04:26,614  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
02:04:26,622  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
02:04:26,720  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
02:04:26,725  INFO Environment:213 - HHH000206: hibernate.properties not found
02:04:26,728  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
02:04:26,818  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
02:04:27,084  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hgf9lw9runbc0d5j4ihz|f48c35, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hgf9lw9runbc0d5j4ihz|f48c35, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@localhost:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
02:04:27,275  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
02:04:27,374  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
02:04:27,967  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
02:04:29,536  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@14790be: startup date [Tue Oct 31 02:04:25 CST 2017]; root of context hierarchy
02:04:29,537  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
09:56:23,571  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
09:56:23,591  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1b0b765, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@d85409, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@75455c, org.springframework.test.context.support.DirtiesContextTestExecutionListener@11cd8cc, org.springframework.test.context.transaction.TransactionalTestExecutionListener@dd67cf, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1ca6954]
09:56:24,341  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
09:56:24,687  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@14790be: startup date [Tue Oct 31 09:56:24 CST 2017]; root of context hierarchy
09:56:24,781  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
09:56:24,854  INFO MLog:80 - MLog clients using log4j logging.
09:56:25,026  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
09:56:25,383  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
09:56:25,383  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
09:56:25,412  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:56:25,503  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
09:56:25,505  INFO Environment:213 - HHH000206: hibernate.properties not found
09:56:25,506  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
09:56:25,638  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
09:56:25,876  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge9ss9rv46awflp5hya|f48c35, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge9ss9rv46awflp5hya|f48c35, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@localhost:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
09:56:26,252  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
09:56:26,452  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
09:56:27,300  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
09:56:41,326  INFO QueryTranslatorFactoryInitiator:47 - HHH000397: Using ASTQueryTranslatorFactory
09:56:41,532  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@14790be: startup date [Tue Oct 31 09:56:24 CST 2017]; root of context hierarchy
09:56:41,533  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
10:06:18,500  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
10:06:18,518  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@75455c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@11cd8cc, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@dd67cf, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1ca6954, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1c935cc, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@eb1327]
10:06:18,841  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
10:06:19,121  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@1b9b03: startup date [Tue Oct 31 10:06:19 CST 2017]; root of context hierarchy
10:06:19,200  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
10:06:19,273  INFO MLog:80 - MLog clients using log4j logging.
10:06:19,445  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
10:06:19,585  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
10:06:19,586  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
10:06:19,595  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
10:06:19,681  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
10:06:19,683  INFO Environment:213 - HHH000206: hibernate.properties not found
10:06:19,684  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
10:06:19,737  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
10:06:19,887  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge9ss9rv4j1k41tgc4pw|1212168, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge9ss9rv4j1k41tgc4pw|1212168, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@localhost:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
10:06:20,034  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
10:06:20,127  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
10:06:20,660  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
10:06:21,985  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@1b9b03: startup date [Tue Oct 31 10:06:19 CST 2017]; root of context hierarchy
10:06:21,986  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
